...1,No_Die,photo_soft_Chamber,process 2,resist_target,N2_HMDS,pressure_HMDS,temp_HMDS,temp_HMDS_bake,time_HMDS_bake,spin1,spin2,spin3,photoresist_bake,temp_softbake,time_softbake,Lot_Num,Wafer_Num,Datetime
354,NOLSM490194,1,Photo,0.67929,16.097,15.052,19.995,202.063,90,502.063,4041.264,5051.58,5.045,92.313,29.994,19,4,07-03-2021
355,NOLSM491195,1,Photo,0.89418,16.81,14.916,19.998,201.574,90.001,501.574,4031.484,5039.355,5.024,91.672,30.011,19,5,07-03-2021
356,NOLSM492196,2,Photo,1.02064,16.806,14.863,19.999,200.921,90,500.921,4018.416,5023.02,4.998,91.667,30.005,19,6,07-03-2021
357,NOLSM493197,2,Photo,0.92089,17.095,14.914,20,200.286,90.001,500.286,4005.711,5007.138,4.994,91.31,29.998,19,7,07-03-2021
358,NOLSM494198,2,Photo,0.84419,16.473,14.978,19.996,199.381,90.001,499.381,3987.622,4984.527,4.985,91.497,30.003,19,8,07-03-2021
359,NOLSM495199,3,Photo,0.8699,17.239,14.966,19.995,199.125,90,499.125,3982.507,4978.133,4.99,91.532,30.006,19,9,07-03-2021
360,NOLSM4961910,3,Photo,0.79198,16.812,15.039,19.997,199.951,90,499.951,3999.023,4998.779,4.98,91.009,29.998,19,10,07-03-2021
361,NOLSM4971911,3,Photo,0.97443,16.467,14.944,20.003,198.914,90,498.914,3978.273,4972.841,4.971,90.769,29.995,19,11,07-03-2021
362,NOLSM4981912,1,Photo,1.23171,16.468,14.918,20.003,198.11,90,498.11,3962.196,4952.745,4.961,91.265,30.002,19,12,07-03-2021
363,NOLSM4991913,1,Photo,0.71339,17.202,15.109,20.006,200.097,90,500.097,4001.938,5002.422,4.999,91.5,29.996,19,13,07-03-2021
364,NOLSM5001914,1,Photo,1.04384,17.96,15.011,19.997,199.352,89.999,499.352,3987.046,4983.808,4.986,90.816,30.002,19,14,07-03-2021
365,NOLSM5011915,2,Photo,0.97059,16.942,14.933,20,198.157,90.001,498.157,3963.138,4953.923,4.962,91.354,30.002,19,15,07-03-2021
366,NOLSM5021916,2,Photo,0.84388,16.878,14.954,19.999,200.323,90,500.323,4006.461,5008.076,4.982,91.072,30.003,19,16,07-03-2021
367,NOLSM5031917,2,Photo,1.00622,15.955,15.007,20.003,199.256,90,499.256,3985.114,4981.392,4.984,90.916,30.004,19,17,07-03-2021
368,NOLSM5041918,3,Photo,1.05465,16.326,15.055,20.003,199.396,90,499.396,3987.912,4984.89,4.958,90.657,30.005,19,18,07-03-2021
369,NOLSM5051919,3,Photo,0.57505,16.868,15.11,20,202.855,89.999,502.855,4057.107,5071.384,5.06,92.945,29.996,19,19,07-03-2021
370,NOLSM5061920,3,Photo,0.79649,17.421,15.069,20.001,203.441,90,503.441,4068.827,5086.034,5.103,93.683,29.994,19,20,07-03-2021
371,NOLSM5071921,1,Photo,0.81782,17.509,15.029,20.001,204.091,90,504.091,4081.827,5102.283,5.122,93.935,30.01,19,21,07-03-2021
372,NOLSM5081922,1,Photo,0.76717,16.877,14.896,19.995,205.684,90,505.684,4113.674,5142.092,5.124,92.576,29.996,19,22,07-03-2021
373,NOLSM5091923,1,Photo,0.88754,16.717,14.888,20.002,202.524,90.001,502.524,4050.485,5063.106,5.072,92.969,29.999,19,23,07-03-2021
374,NOLSM5101924,2,Photo,0.96266,16.684,14.95,19.999,203.733,89.999,503.733,4074.654,5093.318,5.08,93.218,30.006,19,24,07-03-2021
375,NOLSM5111925,2,Photo,0.96179,17.103,14.937,20,204.448,90,504.448,4088.958,5111.198,5.122,93.574,29.997,19,25,07-03-2021
376,NOLSM5121926,3,Photo,1.11455,16.597,14.956,19.997,204.603,90,504.603,4092.063,5115.078,5.089,92.934,30.002,19,26,07-03-2021
377,NOLSM5131927,3,Photo,0.90259,16.756,14.922,19.995,202.727,90,502.727,4054.55,5068.187,5.071,92.755,30.005,19,27,07-03-2021
378,NOLSM514201514,2,Photo,0.6718,16.343,14.994,20.003,202.346,89.999,502.346,4036.876,5058.65,5.044,92.354,29.998,20,28,08-03-2021
379,NOLSM515202515,2,Photo,0.86882,15.891,15.017,20.001,201.798,90,501.798,4014.071,5044.941,5.052,92.819,30.004,20,29,08-03-2021
380,NOLSM516203516,2,Photo,1.02722,16.954,14.899,19.997,203.082,90,503.082,3985.686,5077.059,5.078,92.306,29.995,20,30,08-03-2021
381,NOLSM517204517,2,Photo,0.64198,16.406,14.939,20.001,202.085,89.999,502.085,4047.541,5052.128,5.043,93.387,29.997,20,31,08-03-2021
382,NOLSM518205518,2,Photo,0.84431,16.443,14.913,20.004,204.517,89.998,504.517,3955.393,5112.919,5.108,93.2,30.006,20,32,08-03-2021
383,NOLSM519206519,2,Photo,0.95386,16.222,15.128,20.001,202.992,90.001,502.992,4062.804,5074.806,5.081,93.177,30.005,20,33,08-03-2021
384,NOLSM520207520,2,Photo,0.9912,17.019,14.931,20.005,203.729,90,503.729,4071.633,5093.226,5.065,92.822,30.009,20,34,08-03-2021
385,NOLSM521208521,2,Photo,1.08232,16.593,14.963,20.001,203.311,90,503.311,3985.677,5082.781,5.088,93.28,30,20,35,08-03-2021
386,NOLSM522209522,2,Photo,0.90366,16.864,14.986,19.997,203.885,90,503.885,3978.724,5097.137,5.118,92.893,29.995,20,36,08-03-2021
387,NOLSM5232010523,2,Photo,1.07572,17.768,14.97,20.002,203.915,90,503.915,4056.014,5097.884,5.095,93.599,30.001,20,37,08-03-2021
388,NOLSM5242011524,2,Photo,1.15825,16.266,14.917,19.995,204.393,90,504.393,4029.12,5109.835,5.118,93.526,30.002,20,38,08-03-2021
389,NOLSM5252012525,2,Photo,0.91222,16.985,15.039,20.003,203.99,90,503.99,3971.194,5099.761,5.09,92.831,30.011,20,39,08-03-2021
390,NOLSM5262013526,2,Photo,1.02492,15.778,15.109,19.995,203.293,89.999,503.293,4035.394,5082.323,5.086,93.502,29.997,20,40,08-03-2021
391,NOLSM5272014527,2,Photo,1.09122,16.053,15.018,19.999,204.02,90,504.02,3952.67,5100.492,5.096,93.504,30.003,20,41,08-03-2021
392,NOLSM5282015528,2,Photo,0.94038,16.584,15,19.998,204.503,90,504.503,3972.34,5112.566,5.102,93.713,29.999,20,42,08-03-2021
393,NOLSM5292016529,2,Photo,1.07401,17.535,15.027,20,205.225,90,505.225,4017.144,5130.629,5.126,93.573,30.002,20,43,08-03-2021
394,NOLSM5302017530,2,Photo,0.92206,17.288,14.912,20.001,204.475,90,504.475,4072.913,5111.864,5.1,93.338,29.998,20,44,08-03-2021
395,NOLSM5312018531,2,Photo,0.79623,17.265,15,20.002,203.917,90.001,503.917,4084.939,5097.919,5.102,93.463,30.011,20,45,08-03-2021
396,NOLSM5322019532,2,Photo,1.05757,16.547,14.913,19.99,204.601,90,504.601,4045.078,5115.025,5.111,93.421,30.004,20,46,08-03-2021
397,NOLSM5332020533,2,Photo,0.92897,16.544,15.001,19.999,203.783,90,503.783,4010.176,5094.568,5.093,93.335,29.997,20,47,08-03-2021
398,NOLSM5342021534,2,Photo,0.83374,16.461,14.99,19.999,204.443,90,504.443,4088.858,5111.072,5.101,93.584,30.002,20,48,08-03-2021
399,NOLSM5352022535,2,Photo,0.79838,16.131,14.99,20.004,204.517,90.001,504.517,4090.339,5112.924,5.112,93.311,29.996,20,49,08-03-2021
400,NOLSM5362023536,2,Photo,0.98389,17.234,15.04,20.001,203.741,90,503.741,4074.826,5093.533,5.113,93.575,30.008,20,50,08-03-2021
401,NOLSM5372024537,2,Photo,0.87622,16.95,15.079,20.005,204.076,89.999,504.076,4081.513,5101.892,5.088,92.839,29.992,20,51,08-03-2021
402,NOLSM5382025538,2,Photo,0.90867,16.656,14.903,20.001,203.471,90.001,503.471,4069.412,5086.765,5.087,93.256,29.993,20,52,08-03-2021
403,NOLSM5392026539,2,Photo,0.71989,16.692,14.96,19.997,203.888,90,503.888,4077.769,5097.211,5.097,93.546,30.005,20,53,08-03-2021
404,NOLSM5402027540,2,Photo,0.96888,17.26,14.965,20.002,205.056,90,505.056,4101.112,5126.39,5.103,93.38,29.997,20,54,08-03-2021
405,NOLSM514201,3,Photo,0.6718,16.343,14.994,20.003,202.346,89.999,502.346,4046.92,5058.65,5.044,92.354,29.998,20,1,08-03-2021
406,NOLSM515202,1,Photo,0.86882,15.891,15.017,20.001,201.798,90,501.798,4035.953,5044.941,5.052,92.819,30.004,20,2,08-03-2021
407,NOLSM516203,1,Photo,1.02722,16.954,14.899,19.997,203.082,90,503.082,4061.647,5077.059,5.078,92.306,29.995,20,3,08-03-2021
408,NOLSM517204,1,Photo,0.64198,16.406,14.939,20.001,202.085,89.999,502.085,4041.702,5052.128,5.043,93.387,29.997,20,4,08-03-2021
409,NOLSM518205,2,Photo,0.84431,16.443,14.913,20.004,204.517,89.998,504.517,4090.335,5112.919,5.108,93.2,30.005,20,5,08-03-2021
410,NOLSM519206,2,Photo,0.95386,16.222,15.128,20.001,202.992,90.001,502.992,4059.845,5074.806,5.081,93.177,30.002,20,6,08-03-2021
411,NOLSM520207,3,Photo,0.9912,17.019,14.931,20.005,203.729,90,503.729,4074.581,5093.226,5.065,92.822,30.009,20,7,08-03-2021
412,NOLSM521208,3,Photo,1.08232,16.593,14.963,20.001,203.311,90,503.311,4066.225,5082.781,5.088,93.28,29.999,20,8,08-03-2021
413,NOLSM522209,3,Photo,0.90366,16.864,14.986,19.997,203.885,90,503.885,4077.709,5097.137,5.118,92.893,29.995,20,9,08-03-2021
414,NOLSM5232010,1,Photo,1.07572,17.768,15.056,20.002,203.915,90,503.915,4078.307,5097.884,5.095,93.599,29.994,20,10,08-03-2021
415,NOLSM5242011,1,Photo,1.15825,16.266,15.075,19.995,204.393,90,504.393,4087.868,5109.835,5.118,93.526,30.011,20,11,08-03-2021
416,NOLSM5252012,1,Photo,0.91222,16.985,15.119,20.003,203.99,90,503.99,4079.809,5099.761,5.09,92.831,30,20,12,08-03-2021
417,NOLSM5262013,2,Photo,1.02492,15.778,15.15,19.995,203.293,89.999,503.293,4065.858,5082.323,5.086,93.502,30.008,20,13,08-03-2021
418,NOLSM5272014,2,Photo,1.09122,16.053,15.03,19.999,204.02,90,504.02,4080.394,5100.492,5.096,93.504,30.008,20,14,08-03-2021
419,NOLSM5282015,2,Photo,0.94038,16.584,15,19.998,204.503,90,504.503,4090.053,5112.566,5.102,93.713,29.995,20,15,08-03-2021
420,NOLSM5292016,3,Photo,1.07401,17.535,15.027,20,205.225,90,505.225,4104.503,5130.629,5.126,93.573,30.017,20,16,08-03-2021
421,NOLSM5302017,3,Photo,0.92206,17.288,14.912,20.001,204.475,90,504.475,4089.491,5111.864,5.1,93.338,29.999,20,17,08-03-2021
422,NOLSM5312018,3,Photo,0.79623,17.265,15,20.002,203.917,90.001,503.917,4078.335,5097.919,5.102,93.463,30.001,20,18,08-03-2021
423,NOLSM5322019,1,Photo,1.05757,16.547,14.913,19.99,204.601,90,504.601,4092.02,5115.025,5.111,93.421,30.004,20,19,08-03-2021
424,NOLSM5332020,1,Photo,0.92897,16.544,15.001,19.999,203.783,90,503.783,4075.654,5094.568,5.093,93.335,29.997,20,20,08-03-2021
425,NOLSM5342021,1,Photo,0.83374,16.461,14.99,19.999,204.443,90,504.443,4088.858,5111.072,5.101,93.584,30.002,20,21,08-03-2021
426,NOLSM5352022,2,Photo,0.79838,16.131,14.99,19.998,204.517,90.001,504.517,4090.339,5112.924,5.112,93.311,29.996,20,22,08-03-2021
427,NOLSM5362023,2,Photo,0.98389,17.234,15.04,20.003,203.741,90,503.741,4074.826,5093.533,5.113,93.575,30.008,20,23,08-03-2021
428,NOLSM5372024,2,Photo,0.87622,16.95,15.079,20.005,204.076,89.999,504.076,4081.513,5101.892,5.088,92.839,29.992,20,24,08-03-2021
429,NOLSM5382025,3,Photo,0.90867,16.656,14.903,19.994,203.471,90.001,503.471,4069.412,5086.765,5.087,93.256,29.993,20,25,08-03-2021
430,NOLSM5392026,3,Photo,0.71989,16.692,14.96,19.998,203.888,90,503.888,4077.769,5097.211,5.097,93.546,30.005,20,26,08-03-2021
431,NOLSM5402027,1,Photo,0.96888,17.26,14.965,20.001,205.056,90,505.056,4101.112,5126.39,5.103,93.38,29.997,20,27,08-03-2021
432,NOLSM1111,1,Photo,1.72027,13.891,15.025,20,198.792,90.001,504.589,4082.622,5184.62,5.044,90.894,30.009,1,28,17-02-2021
433,NOLSM2122,1,Photo,0.96161,14.722,15.059,19.995,198.747,89.998,492.196,3960.739,5065.197,5.058,92.334,29.997,1,29,17-02-2021
434,NOLSM3133,1,Photo,1.48912,19.205,14.964,19.997,202.139,90,499.886,3981.691,4873.417,5.151,91.868,30.005,1,30,17-02-2021
435,NOLSM4144,1,Photo,1.33905,16.368,14.944,19.998,199.649,90.001,505.249,3922.191,5131.972,5.069,91.881,29.997,1,31,17-02-2021
436,NOLSM5155,1,Photo,1.12362,13.926,14.933,20.002,204.544,90.001,501.817,4124.099,5108.355,5.055,91.212,30.001,1,32,17-02-2021
437,NOLSM6166,1,Photo,1.62494,11.919,15.132,20.007,201.962,90,502.391,4001.361,5030.912,5.008,91.85,29.999,1,33,17-02-2021
438,NOLSM7177,1,Photo,1.18246,16.358,15.083,19.997,205.548,90.001,507.183,4054.534,4965.192,5.192,92.193,30.003,1,34,17-02-2021
439,NOLSM8188,1,Photo,1.22609,12.465,14.91,19.998,202.558,89.999,501.286,3957.086,5075.265,4.965,92.359,30.01,1,35,17-02-2021
440,NOLSM9199,1,Photo,1.81419,13.463,15.016,19.998,202.294,90,503.396,4087.957,5099.904,5.087,92.549,29.997,1,36,17-02-2021
441,NOLSM1011010,1,Photo,1.89693,11.535,15.198,20.002,200.821,90.002,501.423,4025.484,5049.864,4.923,91.49,29.999,1,37,17-02-2021
442,NOLSM1111111,1,Photo,1.72027,18.638,15.012,20.001,201.924,90.002,501.079,4036.876,5087.298,4.975,92.318,29.988,1,38,17-02-2021
443,NOLSM1211212,1,Photo,0.96161,12.013,14.981,20.001,200.521,90.001,501.572,4014.071,4947.437,5.024,93.669,30.001,1,39,17-02-2021
444,NOLSM1311313,1,Photo,1.48912,15.182,15.034,19.994,199.034,90,497.102,3985.686,5137.647,5.013,91.66,30,1,40,17-02-2021
445,NOLSM1411414,1,Photo,0.94868,18.211,15.006,20.001,197.707,90,500.154,4047.541,4947.636,5.028,94.355,29.997,1,41,17-02-2021
446,NOLSM1511515,1,Photo,0.83591,15.836,14.925,19.993,194.126,90,501.394,3955.393,4983.697,5.032,92.48,30.003,1,42,17-02-2021
447,NOLSM1611616,1,Photo,1.36943,15.931,15.1,20.004,199.703,90,496.487,4062.804,4931.418,5.053,94.036,30.003,1,43,17-02-2021
448,NOLSM1711717,1,Photo,1.92633,13.723,14.879,19.998,198.575,90,501.655,4071.633,5053.274,5.102,93.318,29.996,1,44,17-02-2021
449,NOLSM1811818,1,Photo,1.41846,13.934,14.899,20.001,198.429,90,495.986,3985.677,4979.438,4.925,90.195,30.007,1,45,17-02-2021
450,NOLSM1911919,1,Photo,0.67979,13.286,15.074,19.991,202.801,90.001,500.442,3978.724,4940.786,5.052,91.503,30.008,1,46,17-02-2021
451,NOLSM2012020,1,Photo,0.73422,15.243,14.939,20.002,202.168,90.001,502.263,4056.014,4959.075,5.063,90.706,30.012,1,47,17-02-2021
452,NOLSM2112121,1,Photo,1.81419,16.26,14.995,19.999,200.039,90,503.423,4029.12,4990.186,4.937,90.313,30.005,1,48,17-02-2021
453,NOLSM2212222,1,Photo,1.89693,14.621,15.052,19.999,202.913,90,498.509,3971.194,5038.728,5.017,91.22,29.982,1,49,17-02-2021
454,NOLSM2312323,1,Photo,1.72027,16.852,15.041,20.003,197.898,90.001,495.402,4035.394,5098.559,4.993,90.621,30.004,1,50,17-02-2021
455,NOLSM2412424,1,Photo,0.96161,17.92,14.929,20,200.741,90.001,494.517,3952.67,5052.23,5.035,90.441,30.004,1,51,17-02-2021
456,NOLSM2512525,1,Photo,1.48912,20.149,14.995,19.994,200.56,90.001,498.307,3972.34,5047.799,5.008,91.096,29.994,1,52,17-02-2021
457,NOLSM2612626,1,Photo,0.94868,17.655,15.036,20.005,198.828,90,505.859,4017.144,5018.69,4.909,90.377,30.013,1,53,17-02-2021
458,NOLSM2712727,1,Photo,0.83591,19.821,14.96,19.998,198.925,90.001,502.416,4072.913,5016.378,5.104,88.887,29.992,1,54,17-02-2021
459,NOLSM541211541,3,Photo,1.00154,17.367,14.931,19.995,204.702,89.999,504.702,4094.047,5117.559,5.107,93.529,29.988,21,28,17-02-2021
460,NOLSM542212542,3,Photo,0.93292,16.09,14.908,20.003,204.234,90,504.234,4084.68,5105.85,5.116,93.645,30.001,21,29,17-02-2021
461,NOLSM543213543,3,Photo,0.99309,19.026,14.917,19.995,204.556,89.998,504.556,4091.123,5113.904,5.102,93.474,29.994,21,30,17-02-2021
462,NOLSM544214544,3,Photo,1.0494,18.891,14.912,20.001,204.212,89.999,504.212,4084.234,5105.292,5.098,93.241,30,21,31,17-02-2021
463,NOLSM545215545,3,Photo,0.93368,13.788,14.966,19.999,204.238,90.001,504.238,4084.761,5105.951,5.121,94.516,29.999,21,32,17-02-2021
464,NOLSM546216546,3,Photo,0.51565,18.771,15.14,20.001,206.204,89.999,506.204,4124.072,5155.091,5.163,94.396,29.99,21,33,17-02-2021
465,NOLSM547217547,3,Photo,0.49182,20.701,14.947,20.004,206.338,90.001,506.338,4126.758,5158.447,5.146,93.776,29.996,21,34,17-02-2021
466,NOLSM548218548,3,Photo,0.97399,11.253,15.056,20.001,205.604,90,505.604,4112.073,5140.092,5.132,94.389,30.001,21,35,17-02-2021
467,NOLSM549219549,3,Photo,1.12362,15.286,15.076,19.997,206.116,90,506.116,4122.317,5152.896,5.115,93.043,30.007,21,36,17-02-2021
468,NOLSM5502110550,3,Photo,1.62494,12.463,15.084,19.997,203.642,90,503.642,4072.835,5091.044,5.104,93.541,30,21,37,17-02-2021
469,NOLSM5512111551,3,Photo,1.18246,19.767,15.101,20.002,204.42,90.001,504.42,4088.407,5110.509,5.114,93.317,30.001,21,38,17-02-2021
470,NOLSM5522112552,3,Photo,1.22609,16.029,14.964,19.997,204.484,89.999,504.484,4089.681,5112.101,5.094,93.186,29.997,21,39,17-02-2021
471,NOLSM5532113553,3,Photo,1.81419,17.587,15.121,19.998,203.145,89.999,503.145,4062.91,5078.637,5.085,93.017,29.991,21,40,17-02-2021
472,NOLSM5542114554,3,Photo,1.89693,16.445,15.063,19.998,195.579,90.001,503.558,4071.152,5088.94,5.09,93.152,30.005,21,41,17-02-2021
473,NOLSM5552115555,3,Photo,1.72027,16.115,15.001,20,196.382,90.001,504.024,4080.471,5100.588,5.096,92.998,30.001,21,42,17-02-2021
474,NOLSM5562116556,3,Photo,0.96161,16.257,15.037,20.004,196.599,90.001,503.303,4066.052,5082.565,5.079,93.43,29.995,21,43,17-02-2021
475,NOLSM5572117557,3,Photo,1.48912,16.974,15.023,20.001,197.555,89.999,504.032,4080.631,5100.789,5.092,92.562,30.004,21,44,17-02-2021
476,NOLSM5582118558,3,Photo,0.94868,16.545,14.966,20.005,197.98,90,502.483,4049.67,5062.087,5.057,92.632,30.005,21,45,17-02-2021
477,NOLSM5592119559,3,Photo,0.83591,16.691,14.971,20.001,197.183,90,502.787,4055.738,5069.673,5.07,92.741,29.996,21,46,17-02-2021
478,NOLSM5602120560,3,Photo,1.36943,16.145,15.028,19.997,197.908,89.999,502.29,4045.794,5057.243,5.058,92.721,30.004,21,47,17-02-2021
479,NOLSM5612121561,3,Photo,1.92633,16.416,15.048,20.002,197.135,90.001,502.273,4045.461,5056.827,5.059,92.488,30.006,21,48,17-02-2021
480,NOLSM5622122562,3,Photo,1.41846,17.367,14.993,19.995,197.621,90.001,501.875,4037.5,5046.876,5.048,92.217,30.002,21,49,17-02-2021
481,NOLSM5632123563,3,Photo,0.67979,16.09,15.044,20.003,197.925,90,502.105,4042.1,5052.626,5.06,92.618,30.002,21,50,17-02-2021
482,NOLSM5642124564,3,Photo,0.73422,19.026,14.994,19.995,199.037,90,502.625,4052.501,5065.626,5.059,92.545,30.005,21,51,17-02-2021
483,NOLSM5652125565,3,Photo,1.81419,18.891,14.966,20.006,198.398,90.001,502.201,4044.028,5055.035,5.043,92.821,30,21,52,17-02-2021
484,NOLSM5662126566,3,Photo,1.89693,13.788,15.041,19.997,198.768,89.999,502.941,4058.827,5073.534,5.057,92.55,30.003,21,53,17-02-2021
485,NOLSM5672127567,3,Photo,1.72027,18.771,14.823,20.005,202.059,90,502.059,4041.184,5051.48,5.062,92.812,30.013,21,54,17-02-2021
486,NOLSM111,1,Photo,1.72027,13.891,15.025,20,198.792,90.001,504.589,4082.622,5184.62,5.044,90.894,30.009,1,1,17-02-2021
487,NOLSM212,1,Photo,0.96161,14.722,15.059,19.995,198.747,89.998,492.196,3960.739,5065.197,5.058,92.334,29.997,1,2,17-02-2021
488,NOLSM313,1,Photo,1.48912,19.205,14.964,19.997,202.139,90,499.886,3981.691,4873.417,5.151,91.868,30.005,1,3,17-02-2021
489,NOLSM414,2,Photo,0.94868,16.368,14.944,19.998,199.649,90.001,505.249,3922.191,5131.972,5.069,91.881,29.997,1,4,17-02-2021
490,NOLSM515,2,Photo,0.83591,13.926,14.933,20.002,204.544,90.001,501.089,4124.099,5108.355,5.055,91.212,30.001,1,5,17-02-2021
491,NOLSM616,2,Photo,1.36943,11.919,15.132,20.007,201.962,90,500.748,4001.361,5030.912,5.008,91.85,29.999,1,6,17-02-2021
492,NOLSM717,3,Photo,1.92633,16.358,15.083,19.997,205.548,90.001,505.27,4054.534,4965.192,5.192,92.193,30.003,1,7,17-02-2021
493,NOLSM818,3,Photo,1.41846,12.465,14.91,19.998,202.558,89.999,501.967,3957.086,5075.265,4.965,92.359,30.01,1,8,17-02-2021
494,NOLSM919,1,Photo,0.67979,13.463,15.016,19.998,202.294,90,498.37,4087.957,5099.904,5.087,92.549,29.997,1,9,17-02-2021
495,NOLSM10110,1,Photo,0.73422,11.535,15.198,20.002,200.821,90.002,499.082,4025.484,5049.864,4.923,91.49,29.999,1,10,17-02-2021
496,NOLSM11111,1,Photo,1.09607,18.638,15.012,20.001,201.924,90.002,500.257,4036.876,5087.298,4.975,92.318,29.988,1,11,17-02-2021
497,NOLSM12112,2,Photo,2.19916,12.013,14.981,20.001,200.521,90.001,501.499,4014.071,4947.437,5.024,93.669,30.001,1,12,17-02-2021
498,NOLSM13113,2,Photo,0.62819,15.182,15.034,19.994,199.034,90,501.61,3985.686,5137.647,5.013,91.66,30,1,13,17-02-2021
499,NOLSM14114,2,Photo,1.01327,18.211,15.006,20.001,197.707,90,503.158,4047.541,4947.636,5.028,94.355,29.997,1,14,17-02-2021
500,NOLSM15115,3,Photo,0.82107,15.836,14.925,19.993,194.126,90,501.085,3955.393,4983.697,5.032,92.48,30.003,1,15,17-02-2021
501,NOLSM16116,3,Photo,2.17388,15.931,15.1,20.004,199.703,90,503.226,4062.804,4931.418,5.053,94.036,30.003,1,16,17-02-2021
502,NOLSM17117,3,Photo,1.91871,13.723,14.879,19.998,198.575,90,499.06,4071.633,5053.274,5.102,93.318,29.996,1,17,17-02-2021
503,NOLSM18118,1,Photo,1.70572,13.934,14.899,20.001,198.429,90,501.252,3985.677,4979.438,4.925,90.195,30.007,1,18,17-02-2021
504,NOLSM19119,1,Photo,1.91149,13.286,15.074,19.991,202.801,90.001,499.644,3978.724,4940.786,5.052,91.503,30.008,1,19,17-02-2021
505,NOLSM20120,1,Photo,2.10876,15.243,14.939,20.002,202.168,90.001,500.85,4056.014,4959.075,5.063,90.706,30.012,1,20,17-02-2021
506,NOLSM21121,2,Photo,1.00451,16.26,14.995,19.999,200.039,90,503.25,4029.12,4990.186,4.937,90.313,30.005,1,21,17-02-2021
507,NOLSM22122,2,Photo,1.48013,14.621,15.052,19.999,202.913,90,498.172,3971.194,5038.728,5.017,91.22,29.982,1,22,17-02-2021
508,NOLSM23123,2,Photo,1.33905,16.852,15.041,20.003,197.898,90.001,499.885,4035.394,5098.559,4.993,90.621,30.004,1,23,17-02-2021
509,NOLSM24124,3,Photo,1.12362,17.92,14.929,20,200.741,90.001,501.31,3952.67,5052.23,5.035,90.441,30.004,1,24,17-02-2021
510,NOLSM25125,3,Photo,1.62494,20.149,14.995,19.994,200.56,90.001,500.285,3972.34,5047.799,5.008,91.096,29.994,1,25,17-02-2021
511,NOLSM26126,3,Photo,1.18246,17.655,15.036,20.005,198.828,90,504.606,4017.144,5018.69,4.909,90.377,30.013,1,26,17-02-2021
512,NOLSM27127,1,Photo,1.22609,19.821,14.96,19.998,198.925,90.001,503.84,4072.913,5016.378,5.104,88.887,29.992,1,27,17-02-2021
513,NOLSM541211,1,Photo,1.00154,16.862,14.931,19.998,204.702,89.999,504.702,4094.047,5117.559,5.107,93.529,29.988,21,1,17-02-2021
514,NOLSM542212,1,Photo,0.93292,16.674,14.908,19.998,204.234,90,504.234,4084.68,5105.85,5.116,93.645,30.001,21,2,17-02-2021
515,NOLSM543213,2,Photo,0.99309,16.873,14.917,19.998,204.556,89.998,504.556,4091.123,5113.904,5.102,93.474,29.994,21,3,17-02-2021
516,NOLSM544214,2,Photo,1.0494,16.78,14.912,20.001,204.212,89.999,504.212,4084.234,5105.292,5.098,93.241,30,21,4,17-02-2021
517,NOLSM545215,2,Photo,0.93368,16.36,14.966,19.999,204.238,90.001,504.238,4084.761,5105.951,5.121,94.516,29.999,21,5,17-02-2021
518,NOLSM546216,3,Photo,0.51565,16.591,15.14,20.001,206.204,89.999,506.204,4124.072,5155.091,5.163,94.396,29.99,21,6,17-02-2021
519,NOLSM547217,3,Photo,0.49182,16.869,14.947,20.004,206.338,90.001,506.338,4126.758,5158.447,5.146,93.776,29.996,21,7,17-02-2021
520,NOLSM548218,3,Photo,0.97399,17.701,15.056,20.001,205.604,90,505.604,4112.073,5140.092,5.132,94.389,30.001,21,8,17-02-2021
521,NOLSM549219,1,Photo,0.95345,15.958,15.076,19.997,206.116,90,506.116,4122.317,5152.896,5.115,93.043,30.007,21,9,17-02-2021
522,NOLSM5502110,1,Photo,1.02764,15.916,15.084,19.997,203.642,90,503.642,4072.835,5091.044,5.104,93.541,30,21,10,17-02-2021
523,NOLSM5512111,1,Photo,0.78214,16.247,15.101,20.002,204.42,90.001,504.42,4088.407,5110.509,5.114,93.317,30.001,21,11,17-02-2021
524,NOLSM5522112,2,Photo,1.05805,16.739,14.964,19.997,204.484,89.999,504.484,4089.681,5112.101,5.094,93.186,29.997,21,12,17-02-2021
525,NOLSM5532113,2,Photo,0.64519,15.99,15.121,19.998,203.145,89.999,503.145,4062.91,5078.637,5.085,93.017,29.991,21,13,17-02-2021
526,NOLSM5542114,3,Photo,0.97209,17.012,15.063,19.998,203.558,90.001,503.558,4071.152,5088.94,5.09,93.152,30.005,21,14,17-02-2021
527,NOLSM5552115,3,Photo,0.96194,16.115,15.001,20,204.024,90.001,504.024,4080.471,5100.588,5.096,92.998,30.001,21,15,17-02-2021
528,NOLSM5562116,3,Photo,0.62784,16.257,15.037,19.998,203.303,90.001,503.303,4066.052,5082.565,5.079,93.43,29.995,21,16,17-02-2021
529,NOLSM5572117,1,Photo,0.98943,16.974,15.023,20.001,204.032,89.999,504.032,4080.631,5100.789,5.092,92.562,30.004,21,17,17-02-2021
530,NOLSM5582118,1,Photo,0.92361,16.545,14.966,19.998,202.483,90,502.483,4049.67,5062.087,5.057,92.632,30.005,21,18,17-02-2021
531,NOLSM5592119,1,Photo,0.49806,16.691,14.971,20.001,202.787,90,502.787,4055.738,5069.673,5.07,92.741,29.996,21,19,17-02-2021
