...1,No_Die,Chamber_Num,process4,Flux60s,Flux90s,Flux160s,Flux480s,Flux840s,input_Energy,Temp_implantation,Furance_Temp,RTA_Temp,Lot_Num,Wafer_Num,Datetime
394,NOLSM5302017530,2,Implantation,1.535906e+16,5.107125e+16,1.430288e+16,2.99028e+17,5.999997e+17,32298.65,104.337,927,157,20,44,08-03-2021
395,NOLSM5312018531,3,Implantation,5.081659e+15,5.320792e+15,7.892342e+16,2.972893e+17,6.000011e+17,32299.38,104.284,927,156,20,45,08-03-2021
396,NOLSM5322019532,1,Implantation,1.627556e+16,1.345598e+13,2.804481e+15,2.990329e+17,6e+17,32296.996,104.359,926,157,20,46,08-03-2021
397,NOLSM5332020533,2,Implantation,1.227509e+16,1.058128e+17,7.106542e+17,2.999918e+17,5.999992e+17,32300.456,104.261,925,156,20,47,08-03-2021
398,NOLSM5342021534,3,Implantation,1.680407e+16,1.602298e+17,8.376132e+17,2.996868e+17,6.000008e+17,32302.568,104.247,929,156,20,48,08-03-2021
399,NOLSM5352022535,1,Implantation,1.799584e+16,1.490692e+17,6.06571e+17,2.996071e+17,5.999983e+17,32302.655,104.49,925,157,20,49,08-03-2021
400,NOLSM5362023536,2,Implantation,2.175343e+16,1.451187e+16,4.032928e+13,2.978189e+17,5.999993e+17,32300.28,104.234,926,156,20,50,08-03-2021
401,NOLSM5372024537,3,Implantation,1.247549e+16,1.583645e+14,131373194.56,2.991355e+17,6.000008e+17,32298.299,104.196,922,156,20,51,08-03-2021
402,NOLSM5382025538,1,Implantation,1.460877e+16,2.45635e+16,5.511528e+14,3.008366e+17,5.999985e+17,32299.462,103.987,926,156,20,52,08-03-2021
403,NOLSM5392026539,2,Implantation,6.432183e+15,6.425273e+16,2.929125e+17,2.996839e+17,5.999996e+17,32299.684,104.527,931,157,20,53,08-03-2021
404,NOLSM5402027540,3,Implantation,1.7035e+16,4.147808e+16,9.196357e+15,2.997427e+17,6.000024e+17,32302.118,104.586,929,157,20,54,08-03-2021
405,NOLSM514201,3,Implantation,1.850518e+16,6.324124e+16,4.409846e+13,2.995988e+17,6.000005e+17,32301.028,102.218,907,153,20,1,08-03-2021
406,NOLSM515202,3,Implantation,2.140434e+16,1.905127e+17,8.694113e+17,3.003798e+17,5.999993e+17,32301.566,102.284,912,153,20,2,08-03-2021
407,NOLSM516203,2,Implantation,2.809991e+15,1.86615e+16,6.387481e+16,2.9995e+17,5.999993e+17,32299.398,103.155,907,155,20,3,08-03-2021
408,NOLSM517204,1,Implantation,7.68207e+15,7.680674e+16,1.616203e+15,2.984998e+17,5.999999e+17,32297.597,102.491,923,154,20,4,08-03-2021
409,NOLSM518205,1,Implantation,1.346997e+16,1.47066e+16,4.39469,3.009208e+17,5.999995e+17,32298.998,104.3,919,156,20,5,08-03-2021
410,NOLSM519206,2,Implantation,1.037538e+16,1.674795e+16,3.086735e+17,3.000883e+17,6.000002e+17,32298.324,103.594,919,155,20,6,08-03-2021
411,NOLSM520207,3,Implantation,4.506714e+15,2.930266e+14,2.293868e+12,2.993495e+17,5.999999e+17,32301.632,103.396,917,155,20,7,08-03-2021
412,NOLSM521208,2,Implantation,6.349694e+15,3.41666e+16,3.370315e+17,2.977419e+17,5.999995e+17,32300.207,103.917,921,156,20,8,08-03-2021
413,NOLSM522209,1,Implantation,5.820501e+15,4.178674e+16,3.270174e+17,3.009813e+17,5.999995e+17,32296.267,104.578,920,157,20,9,08-03-2021
414,NOLSM5232010,1,Implantation,3.915755e+15,3.057635e+15,6.150634e+14,2.990698e+17,5.999996e+17,32299.096,103.946,926,156,20,10,08-03-2021
415,NOLSM5242011,2,Implantation,1.321816e+16,6.50648e+16,6.626669e+17,2.989232e+17,6.000001e+17,32301.184,104.294,926,156,20,11,08-03-2021
416,NOLSM5252012,3,Implantation,8.594768e+15,7.027655e+14,3.467527e+12,3.003801e+17,6.000022e+17,32299.768,103.934,917,156,20,12,08-03-2021
417,NOLSM5262013,3,Implantation,9.399084e+15,2.126584e+16,5.528962e+17,3.010853e+17,5.999999e+17,32299.45,103.629,923,155,20,13,08-03-2021
418,NOLSM5272014,2,Implantation,9.463841e+15,7.491501e+16,5.669772e+17,3.001782e+17,5.999997e+17,32300.321,103.98,925,156,20,14,08-03-2021
419,NOLSM5282015,1,Implantation,1.676004e+16,1.672275e+17,9.985389e+17,3.020277e+17,6e+17,32298.304,104.293,928,156,20,15,08-03-2021
420,NOLSM5292016,1,Implantation,8.589849e+15,1.984643e+16,4.286924e+16,2.994969e+17,5.999997e+17,32298.664,104.627,928,157,20,16,08-03-2021
421,NOLSM5302017,2,Implantation,1.535906e+16,5.107125e+16,1.430288e+16,2.99028e+17,5.999997e+17,32298.65,104.337,927,157,20,17,08-03-2021
422,NOLSM5312018,3,Implantation,5.081659e+15,5.320792e+15,7.892342e+16,2.972893e+17,6.000011e+17,32299.38,104.284,927,156,20,18,08-03-2021
423,NOLSM5322019,3,Implantation,1.627556e+16,1.345598e+13,2.804481e+15,2.990329e+17,6e+17,32296.996,104.359,926,157,20,19,08-03-2021
424,NOLSM5332020,2,Implantation,1.227509e+16,1.058128e+17,7.106542e+17,2.999918e+17,5.999992e+17,32300.456,104.261,925,156,20,20,08-03-2021
425,NOLSM5342021,1,Implantation,1.680407e+16,1.602298e+17,8.376132e+17,2.996868e+17,6.000008e+17,32302.568,104.247,929,156,20,21,08-03-2021
426,NOLSM5352022,1,Implantation,1.799584e+16,1.490692e+17,6.06571e+17,2.996071e+17,5.999983e+17,32302.655,104.49,925,157,20,22,08-03-2021
427,NOLSM5362023,2,Implantation,2.175343e+16,1.451187e+16,4.032928e+13,2.978189e+17,5.999993e+17,32300.28,104.234,926,156,20,23,08-03-2021
428,NOLSM5372024,3,Implantation,1.247549e+16,1.583645e+14,131373194.56,2.991355e+17,6.000008e+17,32298.299,104.196,922,156,20,24,08-03-2021
429,NOLSM5382025,2,Implantation,1.460877e+16,2.45635e+16,5.511528e+14,3.008366e+17,5.999985e+17,32299.462,103.987,926,156,20,25,08-03-2021
430,NOLSM5392026,1,Implantation,6.432183e+15,6.425273e+16,2.929125e+17,2.996839e+17,5.999996e+17,32299.684,104.527,931,157,20,26,08-03-2021
431,NOLSM5402027,1,Implantation,1.7035e+16,4.147808e+16,9.196357e+15,2.997427e+17,6.000024e+17,32302.118,104.586,929,157,20,27,08-03-2021
432,NOLSM1111,1,Implantation,9.997373e+15,1.346079e+17,3.468281e+17,3.002593e+17,6.000007e+17,31574.41,102.847,885,154,1,28,17-02-2021
433,NOLSM2122,2,Implantation,9.705928e+15,1.389326e+17,3.838008e+17,3.017903e+17,6.000012e+17,31580.213,104.323,919,154,1,29,17-02-2021
434,NOLSM3133,3,Implantation,1.761358e+16,8.782248e+16,6.014497e+17,2.994231e+17,6.000002e+17,32162.414,100.605,916,155,1,30,17-02-2021
435,NOLSM4144,1,Implantation,1.148303e+16,9.776566e+16,6.646884e+16,2.991354e+17,6.000003e+17,32874.925,101.739,911,156,1,31,17-02-2021
436,NOLSM5155,2,Implantation,9.769204e+15,1.222219e+17,2.49609e+17,3.005576e+17,6.000013e+17,30985.928,106.422,872,155,1,32,17-02-2021
437,NOLSM6166,3,Implantation,1.175344e+16,9.343259e+16,4.461135e+17,3.003439e+17,5.999986e+17,31997.243,103.466,924,149,1,33,17-02-2021
438,NOLSM7177,1,Implantation,1.446468e+16,8.035204e+16,3.242831e+17,2.999513e+17,5.999998e+17,31464.087,100.054,882,154,1,34,17-02-2021
439,NOLSM8188,2,Implantation,1.292303e+16,9.883959e+16,2.291419e+17,3.015216e+17,6.000005e+17,31776.157,104.328,885,153,1,35,17-02-2021
440,NOLSM9199,3,Implantation,1.713315e+16,1.369364e+17,1.27114e+18,2.996128e+17,5.999996e+17,31692.407,104.575,906,156,1,36,17-02-2021
441,NOLSM1011010,1,Implantation,8.354681e+15,2.650113e+16,4.66949e+17,3.010596e+17,5.999989e+17,32927.629,106.633,898,158,1,37,17-02-2021
442,NOLSM1111111,2,Implantation,1.736793e+16,2.39343e+16,9.600094e+17,2.989463e+17,6.000002e+17,31691.366,105.291,891,156,1,38,17-02-2021
443,NOLSM1211212,3,Implantation,1.371259e+16,8.908177e+16,7.436403e+17,3.003316e+17,5.999984e+17,31201.151,105.485,906,153,1,39,17-02-2021
444,NOLSM1311313,1,Implantation,1.376035e+16,1.218307e+17,7.799705e+17,3.025238e+17,6.000021e+17,31655.39,104.646,898,151,1,40,17-02-2021
445,NOLSM1411414,2,Implantation,1.261232e+16,1.114255e+17,6.0035e+17,3.029654e+17,6.000011e+17,30953.889,104.291,897,152,1,41,17-02-2021
446,NOLSM1511515,3,Implantation,7.253277e+15,9.582958e+16,2.286922e+17,3.009416e+17,5.999996e+17,31211.391,102.585,899,151,1,42,17-02-2021
447,NOLSM1611616,1,Implantation,9.515444e+15,4.841094e+16,9.963945e+17,2.992162e+17,5.999984e+17,31603.462,106.007,910,156,1,43,17-02-2021
448,NOLSM1711717,2,Implantation,1.288988e+16,5.537654e+16,5.802794e+17,2.99731e+17,5.999975e+17,31197.908,103.454,910,155,1,44,17-02-2021
449,NOLSM1811818,3,Implantation,8.412184e+15,1.656621e+17,9.850025e+17,3.00217e+17,5.999992e+17,31359.595,103.046,894,156,1,45,17-02-2021
450,NOLSM1911919,1,Implantation,1.30369e+16,1.003419e+17,7.400214e+17,3.016296e+17,5.999994e+17,32409.504,106.244,899,154,1,46,17-02-2021
451,NOLSM2012020,2,Implantation,1.233285e+16,9.301029e+16,2.58609e+17,3.034747e+17,6.000006e+17,32922.767,104.804,923,152,1,47,17-02-2021
452,NOLSM2112121,3,Implantation,1.417545e+16,1.866649e+16,2.188458e+17,3.011953e+17,6.00001e+17,30786.77,101.334,920,154,1,48,17-02-2021
453,NOLSM2212222,1,Implantation,9.743628e+15,1.412765e+17,3.595885e+17,3.000941e+17,5.999988e+17,30857.277,101.933,897,154,1,49,17-02-2021
454,NOLSM2312323,2,Implantation,1.255924e+16,3.112503e+16,7.90051e+17,3.023858e+17,5.99999e+17,32295.6,100.745,884,155,1,50,17-02-2021
455,NOLSM2412424,3,Implantation,5.205382e+15,4.092096e+16,6.657654e+17,3.00668e+17,5.999966e+17,31614.158,104.38,917,155,1,51,17-02-2021
456,NOLSM2512525,1,Implantation,1.769117e+16,1.305478e+17,9.923419e+17,3.005993e+17,5.999993e+17,30534.747,100.517,915,156,1,52,17-02-2021
457,NOLSM2612626,2,Implantation,2.046552e+16,1.427244e+17,5.002561e+17,3.000664e+17,6.000002e+17,32268.828,102.998,898,159,1,53,17-02-2021
458,NOLSM2712727,3,Implantation,1.010194e+16,2.132326e+16,7.534695e+17,3.01607e+17,6.00001e+17,31093.054,101.814,903,156,1,54,17-02-2021
459,NOLSM541211541,1,Implantation,1.96097e+16,1.650201e+17,2.111725e+17,3.004396e+17,6.000004e+17,32302.213,104.667,934,157,21,28,17-02-2021
460,NOLSM542212542,2,Implantation,1.308904e+16,1.300819e+17,6.302677e+17,3.012086e+17,5.999987e+17,32301.804,105.498,933,158,21,29,17-02-2021
461,NOLSM543213543,3,Implantation,2.125899e+16,1.543539e+17,1.018508e+12,3.010809e+17,5.999999e+17,32300.133,104.943,931,157,21,30,17-02-2021
462,NOLSM544214544,1,Implantation,1.350751e+16,1.069734e+17,1.027742e+16,2.992235e+17,5.999984e+17,32300.191,105.104,928,158,21,31,17-02-2021
463,NOLSM545215545,2,Implantation,5.85471e+15,3.488347e+16,2.279936e+16,2.983283e+17,6.000004e+17,32299.577,105.413,938,158,21,32,17-02-2021
464,NOLSM546216546,3,Implantation,1.853831e+16,2.197453e+15,27458226884,3.015342e+17,6.000014e+17,32299.568,106.433,938,160,21,33,17-02-2021
465,NOLSM547217547,1,Implantation,1.561375e+16,4.392698e+13,1.086227e+14,3.005677e+17,5.999997e+17,32299.833,106.404,932,160,21,34,17-02-2021
466,NOLSM548218548,2,Implantation,1.677202e+16,1.425758e+16,9.806102e+13,3.006389e+17,5.999994e+17,32300.763,105.575,937,158,21,35,17-02-2021
467,NOLSM549219549,3,Implantation,1.425577e+16,1.067394e+17,5.712897e+17,2.985864e+17,5.999989e+17,32302.167,105.563,922,158,21,36,17-02-2021
468,NOLSM5502110550,1,Implantation,1.682071e+16,1.644341e+17,7.773067e+17,2.996121e+17,6.000002e+17,32302.291,104.263,929,156,21,37,17-02-2021
469,NOLSM5512111551,2,Implantation,1.458615e+16,2.268193e+15,5.918993e+16,2.999739e+17,5.999994e+17,32297.831,104.728,927,157,21,38,17-02-2021
470,NOLSM5522112552,3,Implantation,1.434732e+16,1.119017e+17,5.203615e+17,2.987086e+17,6.000005e+17,32301.493,104.633,924,157,21,39,17-02-2021
471,NOLSM5532113553,1,Implantation,1.034814e+16,1.028102e+17,5.834043e+17,2.997104e+17,6.000015e+17,32300.641,104.301,923,156,21,40,17-02-2021
472,NOLSM5542114554,2,Implantation,1.780578e+16,1.351668e+17,3.207938e+16,3.004882e+17,6.000002e+17,32301.962,104.592,924,157,21,41,17-02-2021
473,NOLSM5552115555,3,Implantation,4.872303e+15,1.44659e+16,2.917002e+17,3.022345e+17,5.999988e+17,32296.959,104.787,923,157,21,42,17-02-2021
474,NOLSM5562116556,1,Implantation,1.168006e+16,1.157667e+17,9.426618e+16,3.019191e+17,6.000007e+17,32299.553,104.375,929,157,21,43,17-02-2021
475,NOLSM5572117557,2,Implantation,7.556981e+15,2.9316e+16,8.941048e+14,2.994184e+17,6.000002e+17,32300,104.659,918,157,21,44,17-02-2021
476,NOLSM5582118558,3,Implantation,1.541319e+16,1.36466e+17,1.887095e+17,3.003867e+17,5.999998e+17,32299.332,103.766,921,156,21,45,17-02-2021
477,NOLSM5592119559,1,Implantation,5.274932e+15,4.070789e+16,1.087434e+17,2.997984e+17,5.999989e+17,32302.041,104.078,921,156,21,46,17-02-2021
478,NOLSM5602120560,2,Implantation,6.882708e+15,5.418672e+16,6.583192e+16,3.000671e+17,5.999987e+17,32305.414,103.699,921,156,21,47,17-02-2021
479,NOLSM5612121561,3,Implantation,3.489303e+15,1.396531e+17,2.960193e+16,2.988304e+17,5.999986e+17,32299.686,103.919,920,156,21,48,17-02-2021
480,NOLSM5622122562,1,Implantation,1.512306e+16,5.460003e+16,1.323255e+17,2.991848e+17,6.000009e+17,32300.601,103.634,916,155,21,49,17-02-2021
481,NOLSM5632123563,2,Implantation,4.243255e+15,2.147564e+15,2.272695e+12,3.001018e+17,5.999981e+17,32299.226,103.488,919,155,21,50,17-02-2021
482,NOLSM5642124564,3,Implantation,5.948973e+15,1.545131e+17,1.036657e+18,3.013566e+17,6.000022e+17,32298.267,103.604,918,155,21,51,17-02-2021
483,NOLSM5652125565,1,Implantation,1.141606e+16,5.092117e+14,6.02263e+15,3.003824e+17,6.000006e+17,32299.142,103.249,920,155,21,52,17-02-2021
484,NOLSM5662126566,2,Implantation,1.591346e+16,1.221343e+17,4.112089e+17,3.00455e+17,5.999993e+17,32301.724,103.595,918,155,21,53,17-02-2021
485,NOLSM5672127567,3,Implantation,6.791333e+15,1.530867e+16,6.88983e+15,3.014131e+17,5.999984e+17,32202.644,103.192,924,155,21,54,17-02-2021
486,NOLSM111,3,Implantation,9.997373e+15,1.346079e+17,3.468281e+17,3.002593e+17,6.000007e+17,31574.41,102.847,885,154,1,1,17-02-2021
487,NOLSM212,2,Implantation,9.705928e+15,1.389326e+17,3.838008e+17,3.017903e+17,6.000012e+17,31580.213,104.323,919,154,1,2,17-02-2021
488,NOLSM313,1,Implantation,1.761358e+16,8.782248e+16,6.014497e+17,2.994231e+17,6.000002e+17,32162.414,100.605,916,155,1,3,17-02-2021
489,NOLSM414,1,Implantation,1.148303e+16,9.776566e+16,6.646884e+16,2.991354e+17,6.000003e+17,32874.925,101.739,911,156,1,4,17-02-2021
490,NOLSM515,2,Implantation,9.769204e+15,1.222219e+17,2.49609e+17,3.005576e+17,6.000013e+17,30985.928,106.422,872,155,1,5,17-02-2021
491,NOLSM616,3,Implantation,1.175344e+16,9.343259e+16,4.461135e+17,3.003439e+17,5.999986e+17,31997.243,103.466,924,149,1,6,17-02-2021
492,NOLSM717,2,Implantation,1.446468e+16,8.035204e+16,3.242831e+17,2.999513e+17,5.999998e+17,31464.087,100.054,882,154,1,7,17-02-2021
493,NOLSM818,1,Implantation,1.292303e+16,9.883959e+16,2.291419e+17,3.015216e+17,6.000005e+17,31776.157,104.328,885,153,1,8,17-02-2021
494,NOLSM919,1,Implantation,1.713315e+16,1.369364e+17,1.27114e+18,2.996128e+17,5.999996e+17,31692.407,104.575,906,156,1,9,17-02-2021
495,NOLSM10110,2,Implantation,8.354681e+15,2.650113e+16,4.66949e+17,3.010596e+17,5.999989e+17,32927.629,106.633,898,158,1,10,17-02-2021
496,NOLSM11111,3,Implantation,1.736793e+16,2.39343e+16,9.600094e+17,2.989463e+17,6.000002e+17,31691.366,105.291,891,156,1,11,17-02-2021
497,NOLSM12112,3,Implantation,1.371259e+16,8.908177e+16,7.436403e+17,3.003316e+17,5.999984e+17,31201.151,105.485,906,153,1,12,17-02-2021
498,NOLSM13113,2,Implantation,1.376035e+16,1.218307e+17,7.799705e+17,3.025238e+17,6.000021e+17,31655.39,104.646,898,151,1,13,17-02-2021
499,NOLSM14114,1,Implantation,1.261232e+16,1.114255e+17,6.0035e+17,3.029654e+17,6.000011e+17,30953.889,104.291,897,152,1,14,17-02-2021
500,NOLSM15115,1,Implantation,7.253277e+15,9.582958e+16,2.286922e+17,3.009416e+17,5.999996e+17,31211.391,102.585,899,151,1,15,17-02-2021
501,NOLSM16116,2,Implantation,9.515444e+15,4.841094e+16,9.963945e+17,2.992162e+17,5.999984e+17,31603.462,106.007,910,156,1,16,17-02-2021
502,NOLSM17117,3,Implantation,1.288988e+16,5.537654e+16,5.802794e+17,2.99731e+17,5.999975e+17,31197.908,103.454,910,155,1,17,17-02-2021
503,NOLSM18118,3,Implantation,8.412184e+15,1.656621e+17,9.850025e+17,3.00217e+17,5.999992e+17,31359.595,103.046,894,156,1,18,17-02-2021
504,NOLSM19119,2,Implantation,1.30369e+16,1.003419e+17,7.400214e+17,3.016296e+17,5.999994e+17,32409.504,106.244,899,154,1,19,17-02-2021
505,NOLSM20120,1,Implantation,1.233285e+16,9.301029e+16,2.58609e+17,3.034747e+17,6.000006e+17,32922.767,104.804,923,152,1,20,17-02-2021
506,NOLSM21121,1,Implantation,1.417545e+16,1.866649e+16,2.188458e+17,3.011953e+17,6.00001e+17,30786.77,101.334,920,154,1,21,17-02-2021
507,NOLSM22122,2,Implantation,9.743628e+15,1.412765e+17,3.595885e+17,3.000941e+17,5.999988e+17,30857.277,101.933,897,154,1,22,17-02-2021
508,NOLSM23123,3,Implantation,1.255924e+16,3.112503e+16,7.90051e+17,3.023858e+17,5.99999e+17,32295.6,100.745,884,155,1,23,17-02-2021
509,NOLSM24124,3,Implantation,5.205382e+15,4.092096e+16,6.657654e+17,3.00668e+17,5.999966e+17,31614.158,104.38,917,155,1,24,17-02-2021
510,NOLSM25125,2,Implantation,1.769117e+16,1.305478e+17,9.923419e+17,3.005993e+17,5.999993e+17,30534.747,100.517,915,156,1,25,17-02-2021
511,NOLSM26126,1,Implantation,2.046552e+16,1.427244e+17,5.002561e+17,3.000664e+17,6.000002e+17,32268.828,102.998,898,159,1,26,17-02-2021
512,NOLSM27127,1,Implantation,1.010194e+16,2.132326e+16,7.534695e+17,3.01607e+17,6.00001e+17,31093.054,101.814,903,156,1,27,17-02-2021
513,NOLSM541211,2,Implantation,1.96097e+16,1.650201e+17,2.111725e+17,3.004396e+17,6.000004e+17,32302.213,104.667,934,157,21,1,17-02-2021
514,NOLSM542212,3,Implantation,1.308904e+16,1.300819e+17,6.302677e+17,3.012086e+17,5.999987e+17,32301.804,105.498,933,158,21,2,17-02-2021
515,NOLSM543213,3,Implantation,2.125899e+16,1.543539e+17,1.018508e+12,3.010809e+17,5.999999e+17,32300.133,104.943,931,157,21,3,17-02-2021
516,NOLSM544214,2,Implantation,1.350751e+16,1.069734e+17,1.027742e+16,2.992235e+17,5.999984e+17,32300.191,105.104,928,158,21,4,17-02-2021
517,NOLSM545215,1,Implantation,5.85471e+15,3.488347e+16,2.279936e+16,2.983283e+17,6.000004e+17,32299.577,105.413,938,158,21,5,17-02-2021
518,NOLSM546216,1,Implantation,1.853831e+16,2.197453e+15,27458226884,3.015342e+17,6.000014e+17,32299.568,106.433,938,160,21,6,17-02-2021
519,NOLSM547217,2,Implantation,1.561375e+16,4.392698e+13,1.086227e+14,3.005677e+17,5.999997e+17,32299.833,106.404,932,160,21,7,17-02-2021
520,NOLSM548218,3,Implantation,1.677202e+16,1.425758e+16,9.806102e+13,3.006389e+17,5.999994e+17,32300.763,105.575,937,158,21,8,17-02-2021
521,NOLSM549219,3,Implantation,1.425577e+16,1.067394e+17,5.712897e+17,2.985864e+17,5.999989e+17,32302.167,105.563,922,158,21,9,17-02-2021
522,NOLSM5502110,2,Implantation,1.682071e+16,1.644341e+17,7.773067e+17,2.996121e+17,6.000002e+17,32302.291,104.263,929,156,21,10,17-02-2021
523,NOLSM5512111,1,Implantation,1.458615e+16,2.268193e+15,5.918993e+16,2.999739e+17,5.999994e+17,32297.831,104.728,927,157,21,11,17-02-2021
524,NOLSM5522112,1,Implantation,1.434732e+16,1.119017e+17,5.203615e+17,2.987086e+17,6.000005e+17,32301.493,104.633,924,157,21,12,17-02-2021
525,NOLSM5532113,3,Implantation,1.034814e+16,1.028102e+17,5.834043e+17,2.997104e+17,6.000015e+17,32300.641,104.301,923,156,21,13,17-02-2021
526,NOLSM5542114,3,Implantation,1.780578e+16,1.351668e+17,3.207938e+16,3.004882e+17,6.000002e+17,32301.962,104.592,924,157,21,14,17-02-2021
527,NOLSM5552115,2,Implantation,4.872303e+15,1.44659e+16,2.917002e+17,3.022345e+17,5.999988e+17,32296.959,104.787,923,157,21,15,17-02-2021
528,NOLSM5562116,1,Implantation,1.168006e+16,1.157667e+17,9.426618e+16,3.019191e+17,6.000007e+17,32299.553,104.375,929,157,21,16,17-02-2021
529,NOLSM5572117,1,Implantation,7.556981e+15,2.9316e+16,8.941048e+14,2.994184e+17,6.000002e+17,32300,104.659,918,157,21,17,17-02-2021
530,NOLSM5582118,2,Implantation,1.541319e+16,1.36466e+17,1.887095e+17,3.003867e+17,5.999998e+17,32299.332,103.766,921,156,21,18,17-02-2021
531,NOLSM5592119,3,Implantation,5.274932e+15,4.070789e+16,1.087434e+17,2.997984e+17,5.999989e+17,32302.041,104.078,921,156,21,19,17-02-2021
532,NOLSM5602120,2,Implantation,6.882708e+15,5.418672e+16,6.583192e+16,3.000671e+17,5.999987e+17,32305.414,103.699,921,156,21,20,17-02-2021
533,NOLSM5612121,1,Implantation,1.622339e+16,1.396531e+17,2.960193e+16,2.988304e+17,5.999986e+17,32299.686,103.919,920,156,21,21,17-02-2021
534,NOLSM5622122,1,Implantation,7.512348e+15,5.460003e+16,1.323255e+17,2.991848e+17,6.000009e+17,32300.601,103.634,916,155,21,22,17-02-2021
535,NOLSM5632123,2,Implantation,5.254092e+15,2.147564e+15,2.272695e+12,3.001018e+17,5.999981e+17,32299.226,103.488,919,155,21,23,17-02-2021
536,NOLSM5642124,3,Implantation,1.753976e+16,1.545131e+17,1.036657e+18,3.013566e+17,6.000022e+17,32298.267,103.604,918,155,21,24,17-02-2021
537,NOLSM5652125,3,Implantation,9.734391e+15,5.092117e+14,6.02263e+15,3.003824e+17,6.000006e+17,32299.142,103.249,920,155,21,25,17-02-2021
538,NOLSM5662126,2,Implantation,2.071995e+16,1.221343e+17,4.112089e+17,3.00455e+17,5.999993e+17,32301.724,103.595,918,155,21,26,17-02-2021
539,NOLSM5672127,1,Implantation,1.075647e+16,1.530867e+16,6.88983e+15,3.014131e+17,5.999984e+17,32202.644,103.192,924,155,21,27,17-02-2021
540,NOLSM282128,1,Implantation,5.931327e+15,9.218457e+16,1.203848e+17,2.998575e+17,6.000007e+17,31490.992,105.795,890,154,2,28,18-02-2021
541,NOLSM292229,2,Implantation,1.1191e+16,9.480994e+16,5.555139e+17,3.012355e+17,6.00002e+17,32725.266,103.911,911,156,2,29,18-02-2021
542,NOLSM302330,3,Implantation,7.301236e+15,6.260504e+16,8.161858e+17,3.00526e+17,5.999989e+17,31538.328,103.924,896,152,2,30,18-02-2021
543,NOLSM312431,1,Implantation,1.788175e+16,9.120778e+16,6.309891e+17,2.999588e+17,5.999975e+17,31998.259,100.411,920,154,2,31,18-02-2021
544,NOLSM322532,2,Implantation,9.719014e+15,8.635994e+16,6.325446e+17,2.999648e+17,5.99998e+17,31811.636,103.273,923,154,2,32,18-02-2021
545,NOLSM332633,3,Implantation,1.341e+16,1.687066e+17,3.91677e+17,3.01244e+17,6.000007e+17,32124.08,104.34,900,157,2,33,18-02-2021
546,NOLSM342734,1,Implantation,8.521005e+15,1.903487e+17,5.608997e+17,2.982403e+17,5.999996e+17,30891.41,100.362,910,154,2,34,18-02-2021
547,NOLSM352835,2,Implantation,9.279492e+15,1.044419e+17,8.953365e+17,3.012918e+17,5.999988e+17,31517.072,105.868,885,153,2,35,18-02-2021
548,NOLSM362936,3,Implantation,1.42147e+16,1.323863e+17,8.00019e+17,3.003464e+17,5.999997e+17,31790.504,100.638,867,150,2,36,18-02-2021
549,NOLSM3721037,1,Implantation,6.51557e+15,8.246812e+16,6.083421e+17,3.007726e+17,5.999991e+17,32067.825,102.656,901,154,2,37,18-02-2021
550,NOLSM3821138,2,Implantation,1.419174e+16,1.492151e+17,5.787467e+17,3.009167e+17,5.999987e+17,31126.867,105.072,893,158,2,38,18-02-2021
551,NOLSM3921239,3,Implantation,1.132399e+16,1.133253e+17,-6.93096e+16,2.99431e+17,6.000005e+17,31104.203,102.618,923,157,2,39,18-02-2021
552,NOLSM4021340,1,Implantation,1.111963e+16,1.227923e+17,4.506595e+17,3.023499e+17,6e+17,32566.66,99.988,887,155,2,40,18-02-2021
553,NOLSM4121441,2,Implantation,1.034284e+16,8.154826e+16,6.380694e+17,3.012074e+17,6.000002e+17,32521.877,99.525,892,153,2,41,18-02-2021
554,NOLSM4221542,3,Implantation,1.334222e+16,3.680414e+16,4.287332e+17,3.0108e+17,5.999998e+17,31358.645,105.044,899,152,2,42,18-02-2021
555,NOLSM4321643,1,Implantation,1.059335e+16,1.224482e+16,3.955358e+17,3.010186e+17,6.000001e+17,31818.475,102.605,920,152,2,43,18-02-2021
556,NOLSM4421744,2,Implantation,1.688761e+16,9.402568e+16,5.7005e+17,3.011772e+17,5.999979e+17,31391.261,106.14,911,159,2,44,18-02-2021
557,NOLSM4521845,3,Implantation,6.156502e+15,1.622314e+17,5.928143e+17,3.011139e+17,6.000005e+17,32378.318,104.608,900,150,2,45,18-02-2021
558,NOLSM4621946,1,Implantation,1.045914e+16,1.83099e+17,6.403237e+17,3.00411e+17,5.999986e+17,31655.809,106.163,892,151,2,46,18-02-2021
559,NOLSM4722047,2,Implantation,1.223585e+16,8.918856e+16,1.193315e+17,3.004486e+17,6.000003e+17,31475.03,104.423,867,155,2,47,18-02-2021
560,NOLSM4822148,3,Implantation,1.005931e+16,1.335522e+17,5.191531e+17,3.013429e+17,5.999988e+17,32535.703,100.868,894,153,2,48,18-02-2021
561,NOLSM4922249,1,Implantation,6.899294e+15,7.734505e+16,7.215884e+17,2.996633e+17,5.999993e+17,30855.391,104.158,891,151,2,49,18-02-2021
562,NOLSM5022350,2,Implantation,1.584094e+16,7.242481e+16,1.703645e+17,3.002622e+17,6.000008e+17,31108.4,102.193,871,159,2,50,18-02-2021
563,NOLSM5122451,3,Implantation,9.799744e+15,1.168306e+17,9.722509e+17,2.992619e+17,5.999992e+17,31638.792,105.637,920,157,2,51,18-02-2021
